filename	subcategory	authors	title	keywords	topics
380.xml	Short Paper	Litta, Eleonora; Passarotti, Marco Carlo	Morphology beyond inflection. Building a wordformation based dictionary for Latin	wordformation; morphology; dictionaries; linguistic computing; xml	classical studies; natural language processing; linguistics; morphology; English
316.xml	Poster	Dessart, Gregory; Sankar, Martial; Chasapi, Anastasia; Bologna, Guido; Dandarova Robert, Zhargalma; Brandt, Pierre-Yves	A Web-based Tool Called Gauntlet: From Iterative Design To Interactive Drawings Annotation	annotation tool; drawings; interdisciplinary; cross-cultural; positional coordinates	databases & dbms; interface and user experience design; metadata; multilingual / multicultural approaches; project design, organization, management; software design and development; user studies / user needs; theology; interdisciplinary collaboration; cultural studies; data mining / text mining; English
234.xml	Poster	Miller, Ben; van den Bosch, Antal; Kunzelman, Cameron; Olive, Jennifer; Stoop, Wessel; Gray, Kishonna; Berger, Cindy; Pokharel, Shiraj	Notoriously Toxic: The Language and Cost of Hate in the Chat Systems of Online Games	hate speech; game studies; natural language processing; cultural studies	natural language processing; games and meaningful play; content analysis; linguistics; cultural studies; English
173.xml	Short Paper	Fujimoto, Yu; Horiuchi, Yasuhiko	Standardized Digital workflow for Archiving Local Knowledge 	Work-Oriented Approach; Information Standard; Digital Archive; ISO 191XX series	archives, repositories, sustainability and preservation; databases and dbms; data modeling and architecture including hypothesis-driven modeling; digitisation, resource creation, and discovery; software design and development; digitisation - theory and practice; standards and interoperability; English
412.xml	Panel / Multiple Paper Session	Tasovac, Toma; Barbaresi, Adrien; Clérice, Thibault; Edmond, Jennifer; Ermolaev, Natalia; Garnett, Vicky; Wulfman, Clifford	APIs in Digital Humanities: The Infrastructural Turn	API; infrastructure development; digital humanities; data retrieval	information retrieval; metadata; software design and development; knowledge representation; information architecture; xml; internet / world wide web; linking and annotation; standards and interoperability; English
196.xml	Long Paper	van Dalen-Oskam, Karina	A literary rat race	stylometry; literary quality; authorship attribution; literary studies	literary studies; stylistics and stylometry; authorship attribution / authority; English
669.xml	Short Paper	Forstall, Christopher W.; Galli Milic, Lavinia; Damien, Nelis	Approaches to Thematic Classification for Latin Epic	Latin; epic; text analysis; classification; machine learning	classical studies; stylistics and stylometry; text analysis; data mining / text mining; English
110.xml	Short Paper	Hoenen, Armin	Silva Portentosissima - Computer-Assisted Reflections on Bifurcativity in Stemmas 	Stemmatology; force dichotomique; bifurcations; simulation	scholarly editing; philology; English
351.xml	Panel / Multiple Paper Session	Wade, Mara R.; Han, Myung-Ja K.; Stäcker, Thomas	"""A Model for International Cooperation: Emblematica Online and Linked Data in Research and Pedagogy"""	linked data; interoperability; metadata; pedagogy; semantic web	literary studies; metadata; interdisciplinary collaboration; digital humanities - pedagogy and curriculum; renaissance studies; semantic web; English
375.xml	Poster	Batjargal, Biligsaikhan; Khaltarkhuu, Garmaabazar; Maeda, Akira	Named Entity Extraction from digitized texts of Mongolian Historical Documents in Traditional Mongolian Script	historical documents; traditional Mongolian script; digital humanities; machine learning	natural language processing; text analysis; linking and annotation; data mining / text mining; English; digital humanities - diversity
7.xml	Long Paper	Pardoen, Mylène	Bretez : Conjugaison du passé au futur	maquette 5D; spatialisation; paysages sonores; médiation des savoirs; multimédia	archaeology; archives, repositories, sustainability and preservation; art history; image processing; audio, video, multimedia; geospatial analysis, interfaces and technology; historical studies; digital humanities - nature and significance; data modeling and architecture including hypothesis-driven modeling; virtual and augmented reality; information architecture; games and meaningful play; digital humanities - facilities; interdisciplinary collaboration; visualisation; history of Humanities Computing/Digital Humanities; mobile applications and mobile design; maps and mapping; spatio-temporal modeling, analysis and visualisation; agent modeling and simulation; media studies; French
632.xml	Short Paper	Kitamoto, Asanobu; Nishimura, Yoko	Digital Criticism Platform for Evidence-based Digital Humanities with Applications to Historical Studies of Silk Road	digital criticism; semantic web; evidence-based approach; historical studies; digital research infrastructure	archaeology; historical studies; data modeling and architecture including hypothesis-driven modeling; publishing and delivery systems; knowledge representation; semantic web; linking and annotation; English
604.xml	Short Paper	Benjamin, Clayton John	Countering Counter Mapping Methods: Constructing A Humanities GIS Methodology In the Age of Electracy	GIS; Method; Geography; Psychogeography	maps and mapping; spatio-temporal modeling, analysis and visualisation; English
242.xml	Long Paper	Tieberghien, Estelle; Ruiz Fabo, Pablo; Mélanie-Bécquet, Frédérique; Poibeau, Thierry; Causer, Tim; Terras, Melissa	Mapping the Bentham Corpus	Betham; corpus visualization; knowledge discovery	corpora and corpus activities; natural language processing; semantic analysis; text analysis; knowledge representation; content analysis; visualisation; data mining / text mining; English
469.xml	Long Paper	Hettinger, Lena; Jannidis, Fotis; Reger, Isabella; Hotho, Andreas	Significance Testing for the Classification of Literary Subgenres	subgenre classification; topic modelling; significance testing	literary studies; metadata; natural language processing; text analysis; german studies; English
392.xml	Short Paper	Cruces Rodríguez, Antonio; Rodríguez Ortega, Nuria; Tenor Polo, Carmen	WordPress as a Framework for Automated Data Capture, Filtering and Structuring Processes. The New Order of the Authors	Historia del Arte Digital; WordPress; web mining; open source; repositorios de datos	art history; databases & dbms; Spanish
362.xml	Short Paper	Allés Torrent, Susanna; Gil, Alex	Minimal Editions in the Classroom: A Pedagogical Proposal 	minimal editions; digital scholarly edition pedagogy	encoding - theory and practice; teaching and pedagogy; scholarly editing; spanish and spanish american studies; digital humanities - pedagogy and curriculum; English
551.xml	Long Paper	Eberle-Sinatra, Michael; Vitali-Rosati, Marcello	Déchiffrer Le Mythe De l’Amour	algorithme; site de rencontre	internet / world wide web; social media; French
115.xml	Short Paper	Das Gupta, Vinayak	Materiality and Metadata of Digitised Photographs: A Theoretical Inquiry	photographs; digital culture; material culture; digitisation; metadata schema	art history; metadata; cultural studies; digitisation - theory and practice; English
121.xml	Poster	Benardou, Agiatis; Charles, Valentine; Chatzidiakou, Nephelie; Constantopoulos, Panos; Dallas, Costis; González Sáez, Ana Isabel; Gordea, Sergiu; Hughes, Lorna M.; Karavellas, Themistoklis; Marcus, Gregory; Papachristopoulos, Leonidas; Pertsas, Vayianos	Scholarly Research Activities and Digital Tools: When NeMO met FLOSS	Digital tools; Ontologies; Scholarly Research Lifecycle; Taxonomies; Scholarly Primitives	digital humanities - nature and significance; ontologies; user studies / user needs; knowledge representation; GLAM: galleries, libraries, archives, museums; interdisciplinary collaboration; linking and annotation; English; digital humanities - diversity
554.xml	Short Paper	Abi Haidar, Alaa; Ganascia, Jean-Gabriel	Automatic Detection of Characters in Case Insensitive Text in Comics 	named entity recognition; information extraction; comics; case insensitive; unstructure text mining	information retrieval; text analysis; data mining / text mining; English
133.xml	Short Paper	McGregor, Nora; Ridge, Mia; Wisdom, Stella; Alencar-Brayner, Aquiles	The Digital Scholarship Training Programme at British Library: Concluding Report & Future Developments	training; research libraries; skill-building; research support; digital collections	archives, repositories, sustainability and preservation; digital humanities - institutional support; teaching and pedagogy; project design, organization, management; GLAM: galleries, libraries, archives, museums; digital humanities - pedagogy and curriculum; English
36.xml	Short Paper	Thompson, Jeff	Computers on Law and Order	television; Law and Order; media archaeology; blog	audio, video, multimedia; film and cinema studies; interface and user experience design; publishing and delivery systems; other; internet / world wide web; interdisciplinary collaboration; programming; creative and performing arts, including writing; cultural infrastructure; media studies; English
406.xml	Poster	Queiroz, Joao; Bergman, Mats; Paavola, Sami	Commens Digital Companion to Charles S. Peirce  	Peirce scholarship; publication platform; Peirce’s terminology; digital encyclopedia	philosophy; English
682.xml	Long Paper	Pawłowski, Adam Tomasz	Chronological corpora: Challenges and opportunities of sequential analysis. The example of ChronoPress corpus of Polish	ChronoPress; corpus; 1945–1954; historical linguistics; Polish	corpora and corpus activities; historical studies; digitisation, resource creation, and discovery; concording and indexing; linguistics; English
341.xml	Poster	Bazarnik, Katarzyna Maria; Wróblewski, Jakub	First We Feel Then We Fall - Multimedia Adaptation of Joyce's Finnegans Wake	Finnegans Wake; multimedia adaptation; interactive mobile app; narrative	audio, video, multimedia; digital humanities - nature and significance; interface and user experience design; literary studies; hypertext; creative and performing arts, including writing; genre-specific studies: prose, poetry, drama; english studies; cultural studies; translation studies; mobile applications and mobile design; English; digital humanities - diversity
135.xml	Short Paper	Delve, Janet; Schlarb, Sven; Schmidt, Rainer; Healey, Richard	Using Big Data Techniques For Searching Digital Archives: use cases in Digital Humanities	Big Data; Data Mining; Faceted Search; Hadoop; Lily	archives, repositories, sustainability and preservation; geospatial analysis, interfaces and technology; information retrieval; GLAM: galleries, libraries, archives, museums; cultural infrastructure; data mining / text mining; English
434.xml	Short Paper	Elli, Tommaso; Moretti, Giovanni; Sprugnoli, Rachele; Mauri, Michele; Uboldi, Giorgio; Tonelli, Sara; Ciuccarelli, Paolo	Visualisation Strategies for Comparing Political Ideas with the ORATIO Platform 	communication design; data visualisation; comparison of points of view; political studies	interface and user experience design; natural language processing; visualisation; English
588.xml	Poster	Alonso Garcia, Nuria; Caplan, Alison	Engaging Students in Digital Literary Analysis: GALGO (Golden Age Literature Glossary Online), a Social Semiotic Platform	social semiotics; digital textual analysis; world language and literature pedagogy	digital humanities - pedagogy and curriculum; English
69.xml	Short Paper	Daquino, Marilena; Peroni, Silvio; Tomasi, Francesca; Vitali, Fabio	The Project Zeri Photo Archive: Towards a Model for Defining Authoritative Authorship Attributions	ontologies; linked open data; authoritativeness; provenance	ontologies; knowledge representation; authorship attribution / authority; semantic web; linking and annotation; standards and interoperability; English
360.xml	Short Paper	Saldaña, Marie Giltner	Modeling as Discourse: The case for 3D	3D modeling; interactive media; virtual reality; simulation; archaeology	archaeology; art history; classical studies; historical studies; interface and user experience design; virtual and augmented reality; other; knowledge representation; creative and performing arts, including writing; visualisation; maps and mapping; spatio-temporal modeling, analysis and visualisation; agent modeling and simulation; media studies; English; 3D Printing
691.xml	SIG endorsed pre-conference workshop	Johnsen, Lars Gunnarsønn; Birkenes, Magnus Breder; Lindstad, Arne Martinus	Data mining digital libraries	libraries; data mining; classification; metadata; texts	corpora and corpus activities; lexicography; literary studies; text analysis; content analysis; bibliographic methods / textual studies; data mining / text mining; English
432.xml	Short Paper	Galleron, Ioana	Playing with French Drama: from Old Research Questions to New Research Tools	early French drama; topoi identification; XQueries for literary texts	literary studies; text analysis; french studies; genre-specific studies: prose, poetry, drama; English
342.xml	Poster	Sozinova, Olga	Complex Networks-Based Approach to Russian Rhyme History Description: Linguostatistics and Database	metrics; graph; database; Russian poetry; rhyme	corpora and corpus activities; databases & dbms; linguistics; genre-specific studies: prose, poetry, drama; visualisation; networks, relationships, graphs; English
305.xml	Poster	del Rio Riande, Gimena; González-Blanco García, Elena; Martínez Cantón, Clara; Escribano, Juan José	EVI-LINHD. A Virtual Research Environment for the Spanish-speaking Community	Virtual Research Environment; Virtual Research Community; Digital Scholarly Edition; Spanish-speaking Community; DH Center	archives, repositories, sustainability and preservation; interface and user experience design; project design, organization, management; scholarly editing; software design and development; spanish and spanish american studies; programming; English
374.xml	Short Paper	Jo, Eun Seo	Diplomatic History by Data Understanding Cold War Foreign Policy Ideology using Networks and NLP	NLP; Diplomatic History; Networks; Cultural Analysis; Linguistic Analysis	historical studies; metadata; natural language processing; text analysis; xml; linguistics; networks, relationships, graphs; English
587.xml	Short Paper	Diez-Platas, M Luisa; Centenera-Centenera, Paloma	SAMEBibl: Sistema Automático de Migración a Europeana para Bibliotecas.	software; migración; biblioteca; Europeana; modelo relacional	databases & dbms; software design and development; digital humanities - facilities; Spanish
478.xml	Poster	Padilla, Thomas George; Mapes, Kristen; Locke, Brandon	Cultivating Digital Humanities Biomes: A Collaborative Model	needs assessment; curriculum; services; infrastructure; pedagogy	archives, repositories, sustainability and preservation; digital humanities - institutional support; publishing and delivery systems; user studies / user needs; digital humanities - facilities; digital humanities - pedagogy and curriculum; English
364.xml	Poster	Nowak, Krzysztof; Bon, Bruno; Alexandre, Renaud	Medialatinitas.eu. Towards Meaningful Integration and Retrieval of Resources for Medieval Latin 	Latin; mashup; human-oriented integration	classical studies; lexicography; medieval studies; linguistics; linking and annotation; English
599.xml	Poster	Sloetjes, Han; Seibert, Olaf	New Facets Of The Multimedia Annotation Tool ELAN	multimedia; annotation; commentary framework; semi-automatic annotation	archives, repositories, sustainability and preservation; corpora and corpus activities; audio, video, multimedia; multilingual / multicultural approaches; software design and development; linguistics; programming; linking and annotation; English
194.xml	Short Paper	Barlow, Tani; Chen, Jing; Deng, Ke	Concept Modeling the Advertising Chinese Modern Society	Advertising ephemera; statistical method; text mining; China; Image Processing	historical studies; text analysis; asian studies; data mining / text mining; English
524.xml	Panel / Multiple Paper Session	Menon, Nirmala; Gil, Alex; Gairola, Rahul	Diverse Digitalities: Targeted Models for Postcolonial Challenges in the Digital Discourse.	Digital literacy; bandwidth; publishing; access; diversity	multilingual / multicultural approaches; publishing and delivery systems; digitisation, resource creation, and discovery; copyright, licensing, and Open Access; digitisation - theory and practice; mobile applications and mobile design; English; digital humanities - diversity; digital humanities - multilinguality
664.xml	Long Paper	Gemma, Marissa Lynn; Heuser, Ryan James	Building Blocks of Fiction: Lexical Bundles in Nineteenth-Century Novels	lexical bundles; fiction; nineteenth-century; narration; dialogue	literary studies; linguistics; english studies; data mining / text mining; English
18.xml	Poster	Moretti, Giovanni; Tonelli, Sara; Sprugnoli, Rachele	Collecting Judgments on Artworks Through a Similarity Game 	Gamification; digital artworks; similarity judgments; crowd-curation	games and meaningful play; GLAM: galleries, libraries, archives, museums; crowdsourcing; English
593.xml	Poster	Hughes, Todd; Anderson, Clifford	Data-First Digital Humanities: How Adopting a Data-First Strategy Fosters Research, Collaboration, Pedagogy, and Scholarly Communication in the Digital Humanities	data-first; research; collaboration; pedagogy; scholarship	scholarly editing; french studies; xml; authorship attribution / authority; digital humanities - pedagogy and curriculum; English
250.xml	Long Paper	Stapel, Rombert	Reconstruction of Labour Relations in the North Sea Region in the Late Middle Ages: Spatio-Temporal Analysis Using Historical GIS, Taxation Sources, and Coin Finds	labour history; coin finds; historical gis; middle ages; northwest europe	archaeology; geospatial analysis, interfaces and technology; historical studies; medieval studies; maps and mapping; spatio-temporal modeling, analysis and visualisation; English
212.xml	Panel / Multiple Paper Session	Tomasek, Kathryn; Vogeler, Georg; Pindl, Kathrin; Anderson, Clifford; Orlowska, Anna Paulina; Eide, Oyvind	MEDEA (Modeling Semantically Enriched Digital Editions of Accounts)	accounts; markup; TEI; RDF; CIDOC-CRM	historical studies; ontologies; scholarly editing; semantic web; standards and interoperability; English
558.xml	Long Paper	Muzny, Grace; Algee-Hewitt, Mark; Jurafsky, Dan	The Dialogic Turn and the Performance of Gender: the English Canon 1782-2011	gender performativity; history of the novel; computational linguistics; dialogue extraction; quote attribution	gender studies; literary studies; natural language processing; linguistics; english studies; English
159.xml	Poster	Benardou, Agiatis; Dunning, Alastair; Ekman, Stefan; Garnett, Vicky; Jordan, Caspar; Lace, Ilze; Papaki, Eliza	Reflecting On And Refracting User Needs Through Case Studies In The Light Of Europeana Research	case studies; user needs; interdisciplinarity; research infrastructures	archives, repositories, sustainability and preservation; audio, video, multimedia; digital humanities - nature and significance; interface and user experience design; metadata; project design, organization, management; software design and development; user studies / user needs; GLAM: galleries, libraries, archives, museums; interdisciplinary collaboration; cultural infrastructure; English; digital humanities - diversity
389.xml	Short Paper	Kleppe, Martijn; Marco, Otte	Tracking Online User Behaviour With A Multimethod Research Design	media studies; online news; web tracking; multi method; automated content analyses	user studies / user needs; media studies; English
689.xml	SIG endorsed pre-conference workshop	Pike, Alan Gilchrist; Childress, Dawn; Antonijević, Smiljana; McGrath, Jim; Gil, Alex; Collins, Brennan	Building Capacity with Care: Graduate Students and DH work in the Library	Graduate Students; Labor; Libraries; Digital Humanities Centers; Infrastructure	digital humanities - institutional support; project design, organization, management; GLAM: galleries, libraries, archives, museums; English; digital humanities - diversity
490.xml	Short Paper	Fankhauser, Peter; Knappen, Jörg; Teich, Elke	Topical Diversification Over Time In The Royal Society Corpus	topic models; historical corpora; history of science; information theory	corpora and corpus activities; historical studies; semantic analysis; text analysis; content analysis; data mining / text mining; English
369.xml	Short Paper	Hott, John Robert; Martin, Worthy N; Flake, Kathleen	Identity Lenses in Analyzing Evolving Social Structures	evolving networks; network analysis; network dynamics; social structures; cultural dynamics	historical studies; interdisciplinary collaboration; cultural studies; networks, relationships, graphs; data mining / text mining; English
163.xml	Short Paper	Jones, Catherine Emma; Wieneke, Lars	Adding Value to a Research Infrastructure Through User-contributed ePublications	ePublications; User generated content; digital tools; authoring tools	publishing and delivery systems; English
523.xml	Long Paper	Antonijevic Ubois, Smiljana	Developing Competencies in Digital Scholarship Among Humanities Scholars	humanities scholars; continuing education; digtial scholarship	digital humanities - institutional support; teaching and pedagogy; digital humanities - pedagogy and curriculum; anthropology; cultural infrastructure; English
283.xml	Panel / Multiple Paper Session	Earhart, Amy; Gil, Alex; Risam, Roopika; Bordalejo, Barbara; Galina, Isabel; Hughes, Lorna; Terras, Melissa	Quality Matters: Diversity and the Digital Humanities in 2016	gender; race; multilinguality; structural; digital humanities conference	gender studies; English; digital humanities - diversity; digital humanities - multilinguality
396.xml	Poster	Carvalho, Ricardo; Loula, Angelo; Queiroz, João	Poetry in Prose: automatic identification of verses in brazilian literature	poetry; prose; verse; automatic identification	literary studies; natural language processing; text analysis; data mining / text mining; English
252.xml	Poster	Miranda Trigueros, Ernesto; Priani Saisó, Ernesto; Galina Russell, Isabel	El Uso de las Tecnologías Digitales para la Difusión del Patrimonio Cultural en México	Patrimonio Cultural; Difusión; Documentación; Sustentabilidad	digital humanities - institutional support; cultural infrastructure; Spanish; digital humanities - diversity; digital humanities - multilinguality
80.xml	Poster	Zarrow, Sarah Ellen; King, Hanna Kipnis	Mapping Kipnis	Warsaw; mapping; Jewish history; Polish history	historical studies; multilingual / multicultural approaches; music; interdisciplinary collaboration; digital humanities - pedagogy and curriculum; crowdsourcing; folklore and oral history; maps and mapping; English
320.xml	Poster	Clark, Brian Robert; Hanley, Claude Spalding; Neville, Stephanie Clare; Schufreider, Charles John; Wauke, Melody Anne	Using Digital Editions to Analyze Iliadic Text Reuse and its Poetic Tradition	Iliad; Text Reuse; Diplomatic Edition; Ancient Scholarship; Homeric Scholarship	classical studies; digital humanities - nature and significance; scholarly editing; text analysis; xml; English
349.xml	Poster	Haqiqat khah, Mohammad Hossein; Nadjar Araabi, Babak	The Ibn Darraj Project: SpatioTemporal Reasoning Engine Based on Evidence Combination *	Spatio-Temporal Reasoning; Evidence Combination; Dempster-Shafer Theory of Evidence; Historical Reasoning	geospatial analysis, interfaces and technology; historical studies; GLAM: galleries, libraries, archives, museums; digital humanities - facilities; digitisation - theory and practice; maps and mapping; spatio-temporal modeling, analysis and visualisation; English
542.xml	Poster	Rodríguez-Ortega, Nuria; Pino Díaz, José; Suárez, Juan Luis; Bailón Moreno, Rafael	Multivalent reuse of web data about temporary art exhibitions: the Exhibitium project	Historia del Arte Digital; análisis de redes; Teoría del Actor-Red; análisis de datos; desequilibrios digitales	art history; networks, relationships, graphs; data mining / text mining; Spanish; digital humanities - diversity
210.xml	Short Paper	Rudman, Joseph	Some Problems in the Non-Traditional Authorship Attribution Studies of the Dramatic Canon of William Shakespeare: Are they Insurmountable 	Shakespeare; Authorship; Attribution; Statistics; Stylistics	stylistics and stylometry; English
661.xml	Long Paper	Hankinson, Andrew; Krämer, Reiner; Cumming, Julie; Fujinaga, Ichiro	Cross-Institutional Music Document Search	search; retrieval; music; IIIF; indexing	archives, repositories, sustainability and preservation; image processing; information retrieval; metadata; music; information architecture; content analysis; GLAM: galleries, libraries, archives, museums; standards and interoperability; English
465.xml	Panel / Multiple Paper Session	Bodard, Gabriel; Gheldof, Tom; Lawrence, K. Faith; Stoyanova, Simona; Tupman, Charlotte; Isaksen, Leif; Simon, Rainer; Barker, Elton; de Soto Cañamares, Pau; Cayless, Hugh	Linked Ancient World Data: Relating the Past	Prosopography; Geography; Inscriptions; Linked Open Data	classical studies; geospatial analysis, interfaces and technology; historical studies; ontologies; user studies / user needs; philology; semantic web; English
151.xml	Poster	Kimura, Taisuke; Song, Yuting; Batjargal, Biligsaikhan; Kimura, Fuminori; Maeda, Akira	Identifying the Same Ukiyo-e Prints from Databases in Dutch and Japanese	Record identification; Metadata; Digital archive; Cross-langage; Title mutching	metadata; multilingual / multicultural approaches; natural language processing; GLAM: galleries, libraries, archives, museums; linking and annotation; English; digital humanities - multilinguality
202.xml	Short Paper	Mainardi, Chiara; Jolivet, Vincent; Sellami, Zied	Analyzing the 17th Century Theatre Critique Texts with a Semantic Annotation Tool Driven by a Dedicated Ontology	Semantic Annotation; Ontology; Theater; Polemics; Haine du théâtre	literary studies; ontologies; digitisation, resource creation, and discovery; semantic analysis; french studies; italian studies; renaissance studies; semantic web; English
581.xml	Poster	Pattee, Aaron Charles; Höfle, Bernhard; Seitz, Christian	Integrative 3D Recording Methods of Historic Architecture: Burg Hohenecken from Southwest Germany	Medieval Archaeology; Landscape Archaeology; Laser scanning; Photogrammetry; 3D Visualization	archaeology; image processing; geospatial analysis, interfaces and technology; historical studies; interface and user experience design; medieval studies; digitisation, resource creation, and discovery; text analysis; virtual and augmented reality; information architecture; internet / world wide web; bibliographic methods / textual studies; interdisciplinary collaboration; linguistics; cultural studies; german studies; renaissance studies; visualisation; anthropology; maps and mapping; English
580.xml	Short Paper	Buurma, Rachel Sagner	The Preparation of the Topic Model	topic modeling; realism; novel; machine learning; literary criticism	digital humanities - nature and significance; teaching and pedagogy; literary studies; natural language processing; text analysis; genre-specific studies: prose, poetry, drama; english studies; English
725.xml	Pre-Conference Workshop and Tutorial	Tilton, Lauren; Arnold, Taylor	Introduction to Natural Language Processing	natural language processing; programming; text analysis; corpus linguistics	corpora and corpus activities; historical studies; literary studies; multilingual / multicultural approaches; natural language processing; semantic analysis; stylistics and stylometry; text analysis; authorship attribution / authority; content analysis; linguistics; programming; data mining / text mining; English
652.xml	Poster	Neuefeind, Claes; Mondaca, Francisco; Atanassov, Mihail	UpCASE – A Web Application for Building and Maintaining Language Resources 	Collaborative Annotation; Digitization; Historical Corpora; Minority Languages	corpora and corpus activities; digitisation, resource creation, and discovery; linguistics; English
423.xml	Poster	Bauer, Jean Ann	Seeing the Argument: Visualize Your Database with DAVILA	collaboration; databases; visualization; interactivity	databases & dbms; data modeling and architecture including hypothesis-driven modeling; software design and development; information architecture; programming; visualisation; English
461.xml	Long Paper	Xanthos, Aris; Pante, Isaac; Rochat, Yannick; Grandjean, Martin	Visualising the Dynamics of Character Networks 	character network; user interface; visualisation; web application; temporality	interface and user experience design; teaching and pedagogy; text analysis; visualisation; networks, relationships, graphs; English
317.xml	Long Paper	Beretta, Francesco	From Index Cards to a Digital Information System: Teaching Data Modeling to Master's Students in History 	digital history teaching; data modelling; personal information system; semantic annotation of texts; data visualization and analysis	databases & dbms; encoding - theory and practice; historical studies; data modeling and architecture including hypothesis-driven modeling; ontologies; text analysis; knowledge representation; information architecture; xml; GLAM: galleries, libraries, archives, museums; query languages; digital humanities - pedagogy and curriculum; linking and annotation; English
693.xml	Pre-Conference Workshop and Tutorial	Almas, Bridget May; Fortun, Kim; Harrower, Natalie; Wandl-Vogt, Eveline	RDA/ADHO Workshop: Evaluating Research Data Infrastructure Components and Engaging in their Development 	infastructure; collaboration; data management; standards; sustainability	software design and development; information architecture; interdisciplinary collaboration; standards and interoperability; English
592.xml	Poster	Eberle-Sinatra, Michael; Sinclair, Stéfan; Chateau, Emmanuel	Remapping Leigh Hunt’s Circles”: Voyant Tools and Hunt’s Dramatic Criticism	textual criticism; British romanticism; text analysis	text analysis; english studies; English
484.xml	Short Paper	Volodin, Andrei	“Digital” in practice: survey of Russian historians' research practices	digital history; digital humanities; digitisation; research practices; Russia; historical information science	encoding - theory and practice; historical studies; digital humanities - facilities; history of Humanities Computing/Digital Humanities; digitisation - theory and practice; English; digital humanities - diversity
169.xml	Long Paper	Eder, Maciej; Rybicki, Jan	Go Set A Watchman while we Kill the Mockingbird in Cold Blood, with Cats and Other People 	authorship attribution; Harper Lee; Truman Capote; mixed authorship	literary studies; stylistics and stylometry; authorship attribution / authority; english studies; English
653.xml	Poster	Lindquist, Thea; Viggio, Alex	Taking VIVO into the Past: Adapting the VIVO Researcher Profile System to Historical Persons	linked data; VIVO; historical data; biography; ontology extension	historical studies; data modeling and architecture including hypothesis-driven modeling; ontologies; knowledge representation; semantic web; networks, relationships, graphs; linking and annotation; English
671.xml	Poster	McGrath, Jim	Edit Histories and Literary Turf Wars: John Ashbery, Academic Criticism and Wikipedia *	citationality; poetry; Wikipedia	archives, repositories, sustainability and preservation; publishing and delivery systems; networks, relationships, graphs; English
730.xml	Pre-Conference Workshop and Tutorial	Sayers, Jentery; Gil, Alex; Martin, Kim; Rosenblum, Brian; Chan, Tiffany	Minimal Computing: A Workshop	minimal computing; physical computing; infrastructure; design; electronics	audio, video, multimedia; publishing and delivery systems; software design and development; user studies / user needs; virtual and augmented reality; information architecture; interdisciplinary collaboration; programming; mobile applications and mobile design; cultural infrastructure; standards and interoperability; media studies; English; digital humanities - diversity
